Policy Number,Policy Create Date,Policy Expiration Date,Annual Premium,Excess
7303971,2016-05-29,2017-05-29,1058.79,850
35189228,2017-08-24,2018-08-24,1549.27,1250
47879133,2016-05-19,2017-05-19,1089.55,250
25550440,2017-01-07,2018-01-07,1370.86,500
38718253,2016-04-14,2017-04-14,969.37,850
44632301,2019-09-24,2020-09-23,1550.39,750
46691405,2016-09-15,2017-09-15,1388.55,1100
96395873,2018-10-12,2019-10-12,1161.31,375
25582668,2017-08-24,2018-08-24,932.23,500
21969808,2016-06-16,2017-06-16,878.42,500
56525103,2015-05-09,2016-05-08,1562.8,500
59510159,2018-02-20,2019-02-20,1042.56,750
76666463,2015-10-02,2016-10-01,982.7,375
10330113,2015-03-08,2016-03-07,1655.79,1250
85250389,2017-06-14,2018-06-14,1287.16,750
17330419,2017-08-29,2018-08-29,1064.22,375
62935855,2019-03-11,2020-03-10,1494.76,850
27304494,2019-06-23,2020-06-22,1156.5,500
15820948,2018-02-16,2019-02-16,1457.21,1250
25989608,2016-02-14,2017-02-13,1250.09,1100
64214079,2015-08-10,2016-08-09,972.47,500
58468142,2018-10-08,2019-10-08,1594.45,500
12108789,2015-09-27,2016-09-26,1517.54,250
25365364,2018-05-25,2019-05-25,1315.68,375
76339681,2016-02-29,2017-02-28,945.14,375
97514724,2016-06-25,2017-06-25,1493.32,850
14501963,2016-01-15,2017-01-14,1570.78,1000
41673539,2019-03-12,2020-03-11,1321.03,500
47730331,2016-09-02,2017-09-02,1038.45,750
91180828,2017-06-08,2018-06-08,1564.74,375
86237672,2015-05-08,2016-05-07,433.33,250
47437882,2019-07-04,2020-07-03,2231.59,1250
87092211,2015-10-02,2016-10-01,1175.7,375
49820646,2015-01-07,2016-01-07,969.5,250
77542013,2019-10-05,2020-10-04,1630.98,250
40950455,2015-06-03,2016-06-02,1354.5,750
97115629,2019-03-17,2020-03-16,2045.43,375
30831279,2019-11-22,2020-11-21,1555.78,1250
28866353,2018-02-12,2019-02-12,1878.44,500
23142036,2016-01-23,2017-01-22,1626.41,250
89986804,2018-01-29,2019-01-29,1155.53,750
44467682,2018-08-28,2019-08-28,1353.33,750
45812655,2019-09-02,2020-09-01,1244.74,500
49531152,2019-06-09,2020-06-08,1917.56,375
5152503,2015-06-26,2016-06-25,1107.59,375
41093135,2019-06-22,2020-06-21,837.66,250
61806100,2018-08-16,2019-08-16,1389.13,1100
81909700,2016-01-08,2017-01-07,1039.24,850
7891758,2016-05-31,2017-05-31,1484.51,375
95560169,2019-07-13,2020-07-12,1237.24,500
48477566,2017-08-31,2018-08-31,1862.68,1250
38183238,2019-06-01,2020-05-31,1510.44,850
48335931,2019-02-23,2020-02-23,1120.19,375
74888099,2019-01-05,2020-01-05,1497.64,750
9775143,2019-09-20,2020-09-19,1526.72,1250
39959491,2017-08-05,2018-08-05,1468.06,750
69355027,2018-10-15,2019-10-15,1474.66,850
95639174,2017-04-08,2018-04-08,1516.6,500
82028774,2017-10-24,2018-10-24,1268.58,1000
48673624,2018-10-06,2019-10-06,1397.0,1250
41009394,2015-08-22,2016-08-21,968.74,500
42726730,2016-02-14,2017-02-13,1388.4,375
18062339,2018-07-28,2019-07-28,984.45,250
6540281,2019-08-27,2020-08-26,1542.2,1250
61582066,2017-04-18,2018-04-18,1872.95,850
49058491,2017-02-02,2018-02-02,1232.49,750
3124373,2015-02-24,2016-02-24,1554.86,375
5345468,2018-02-18,2019-02-18,974.59,750
84147585,2018-04-24,2019-04-24,1279.13,1100
85357756,2018-05-20,2019-05-20,995.55,750
53539195,2019-01-13,2020-01-13,1621.88,1250
47153140,2019-12-24,2020-12-23,1060.88,500
34369658,2019-06-07,2020-06-06,1308.6,1000
14477985,2019-02-08,2020-02-08,1353.62,500
66521317,2016-07-28,2017-07-28,1518.82,1100
9081086,2016-02-06,2017-02-05,1392.02,500
47237571,2015-04-29,2016-04-28,1079.92,250
36009093,2018-11-21,2019-11-21,1441.6,1100
60016590,2017-04-30,2018-04-30,1319.62,1100
96861647,2017-03-18,2018-03-18,1827.26,1000
70659761,2016-09-04,2017-09-04,1372.1,500
91010040,2015-05-08,2016-05-07,1140.31,850
69050904,2018-11-24,2019-11-24,1387.7,750
69128619,2019-02-04,2020-02-04,1895.72,500
76933532,2019-07-28,2020-07-27,954.76,500
25174766,2015-03-04,2016-03-03,1082.72,1000
38923726,2017-05-30,2018-05-30,1484.15,1250
53225913,2017-10-01,2018-10-01,1674.45,1100
83086717,2017-01-01,2018-01-01,1848.51,1000
40460125,2016-12-03,2017-12-03,1271.22,250
88200222,2017-12-12,2018-12-12,1907.87,750
88878373,2018-01-03,2019-01-03,1042.56,850
97545319,2018-12-28,2019-12-28,1195.01,500
64610611,2017-05-19,2018-05-19,1232.72,1000
24310699,2017-12-08,2018-12-08,1274.6,750
42569977,2016-06-27,2017-06-27,897.03,375
34803042,2015-10-24,2016-10-23,1174.14,1000
25512276,2019-03-23,2020-03-22,1387.17,500
9205013,2018-12-12,2019-12-12,1209.07,500
29517588,2016-01-26,2017-01-25,1449.27,250
71462870,2015-03-10,2016-03-09,1326.0,1250
53886536,2019-06-12,2020-06-11,1458.63,750
89279737,2015-11-05,2016-11-04,1202.28,1000
5027573,2015-02-18,2016-02-18,1272.46,375
69204774,2017-07-07,2018-07-07,1462.75,375
9466593,2019-09-09,2020-09-08,1524.71,500
30679789,2016-05-11,2017-05-11,1518.82,850
15000907,2015-06-10,2016-06-09,1488.26,750
96795364,2019-12-09,2020-12-08,1574.72,850
33152432,2016-06-11,2017-06-11,1062.78,500
42867092,2019-10-16,2020-10-15,1103.37,500
47145694,2019-04-22,2020-04-21,1387.17,375
72833735,2019-05-27,2020-05-26,855.92,500
3771583,2016-06-28,2017-06-28,1136.48,850
8609975,2019-12-27,2020-12-26,1239.6,500
29235935,2015-07-05,2016-07-04,1649.18,750
35459428,2019-01-19,2020-01-19,1001.28,500
2917414,2015-06-24,2016-06-23,1351.1,750
55982230,2015-07-31,2016-07-30,951.56,500
69872861,2017-11-08,2018-11-08,1101.46,250
44866465,2016-04-17,2017-04-17,1026.37,500
39554038,2016-06-22,2017-06-22,1283.96,250
14712345,2016-02-19,2017-02-18,1525.73,1250
41660480,2017-07-25,2018-07-25,1161.92,500
53981675,2017-12-16,2018-12-16,1744.37,250
287476,2017-01-04,2018-01-04,1232.72,500
58378868,2016-12-31,2017-12-31,1243.45,1000
62960540,2017-09-04,2018-09-04,1341.8,850
36780334,2019-08-07,2020-08-06,1571.35,250
17814402,2019-03-22,2020-03-21,1435.16,750
4420512,2019-04-05,2020-04-04,1808.82,850
51485708,2018-05-10,2019-05-10,1318.24,750
71496799,2019-08-31,2020-08-30,1627.32,1250
85983291,2018-01-02,2019-01-02,763.67,500
29500814,2016-03-14,2017-03-14,588.17,500
74351384,2019-05-13,2020-05-12,1666.14,1000
72363224,2018-01-06,2019-01-06,847.03,500
41106063,2018-02-12,2019-02-12,1152.4,375
57043846,2016-03-04,2017-03-04,1125.71,250
31740446,2019-03-22,2020-03-21,1460.73,250
17690710,2017-12-03,2018-12-03,821.01,250
50771198,2019-01-08,2020-01-08,1020.11,375
23460895,2018-10-27,2019-10-27,1294.93,850
33628817,2019-12-12,2020-12-11,1812.0,1250
32791401,2015-11-04,2016-11-03,1386.93,500
86491727,2019-11-16,2020-11-15,1531.92,375
99674324,2018-02-24,2019-02-24,1198.44,850
81371138,2016-10-11,2017-10-11,977.23,500
30199988,2019-03-23,2020-03-22,1372.45,750
20299691,2017-07-05,2018-07-05,1167.1799999999998,1000
40591588,2017-04-18,2018-04-18,1417.4,250
28871739,2019-11-26,2020-11-25,1702.46,375
46995469,2015-05-01,2016-04-30,1078.22,500
8774687,2017-11-14,2018-11-14,1320.53,375
42083451,2016-08-28,2017-08-28,1449.26,850
50560987,2018-07-19,2019-07-19,993.51,375
88881248,2016-05-02,2017-05-02,1475.54,850
30060683,2017-01-15,2018-01-15,1325.7,250
28999720,2019-08-05,2020-08-04,1679.06,750
40971431,2016-08-14,2017-08-14,1620.77,1250
46866733,2017-08-23,2018-08-23,1455.26,1250
6563653,2016-05-13,2017-05-13,1574.18,250
9959859,2017-09-25,2018-09-25,2001.78,250
71404791,2016-04-09,2017-04-09,1879.63,1250
73491590,2016-07-20,2017-07-20,992.51,500
11429044,2017-10-01,2018-10-01,1590.68,375
45634936,2018-06-16,2019-06-16,1451.01,1000
71108576,2019-02-17,2020-02-17,1598.74,1250
9017128,2015-07-29,2016-07-28,1053.24,500
72587271,2018-07-15,2019-07-15,1167.3,1100
12673582,2019-02-03,2020-02-03,1573.13,375
44821508,2017-03-08,2018-03-08,1128.27,375
85683729,2017-05-31,2018-05-31,1106.69,500
90115894,2016-03-01,2017-03-01,1546.44,750
45566276,2018-05-12,2019-05-12,1390.89,500
12827745,2019-01-21,2020-01-21,1709.86,250
28590552,2019-06-23,2020-06-22,1714.52,750
15965441,2016-03-07,2017-03-07,835.82,375
12779308,2017-11-15,2018-11-15,2197.59,500
53719176,2019-06-25,2020-06-24,1301.42,500
51842360,2016-07-09,2017-07-09,1509.97,250
56398264,2017-04-08,2018-04-08,1225.71,500
73898057,2018-06-25,2019-06-25,1484.72,375
2476913,2018-12-09,2019-12-09,885.08,850
66267050,2019-11-25,2020-11-24,1120.6100000000001,375
46551094,2016-05-21,2017-05-21,703.66,375
5061178,2017-04-21,2018-04-21,1454.67,850
29323970,2016-10-23,2017-10-23,1354.67,850
67243622,2016-09-22,2017-09-22,1314.77,750
62861487,2018-12-09,2019-12-09,1171.75,250
98083433,2015-09-07,2016-09-06,959.83,250
15681024,2016-09-26,2017-09-26,905.14,500
92644503,2018-01-07,2019-01-07,1722.95,375
65916260,2016-05-19,2017-05-19,974.72,500
34953203,2015-04-13,2016-04-12,1086.21,1000
99961993,2015-08-26,2016-08-25,1411.3,1000
42098367,2018-05-16,2019-05-16,1093.83,500
9130038,2015-01-05,2016-01-05,1074.07,1000
80562391,2017-01-22,2018-01-22,990.95,250
28932340,2016-04-07,2017-04-07,1198.58,750
79212942,2017-11-11,2018-11-11,1278.71,500
5864769,2016-02-05,2017-02-04,1305.62,1000
3955265,2019-12-21,2020-12-20,1325.62,500
42882285,2019-08-23,2020-08-22,1700.34,500
96134505,2017-11-14,2018-11-14,1285.43,1100
8375366,2015-03-13,2016-03-12,1724.09,1000
82000019,2018-04-10,2019-04-10,1236.32,1000
30394029,2019-06-05,2020-06-04,1574.29,250
51525336,2018-01-10,2019-01-10,1240.47,1100
54963034,2019-10-29,2020-10-28,1785.47,1100
90876878,2015-04-05,2016-04-04,1280.9,850
16216085,2015-05-22,2016-05-21,1339.39,850
11982382,2018-11-20,2019-11-20,1107.59,500
33290806,2016-01-27,2017-01-26,1360.8,500
39628347,2018-09-27,2019-09-27,1521.55,250
84277947,2015-09-13,2016-09-12,1430.8,1100
95856464,2016-12-02,2017-12-02,1023.5,850
67335009,2015-09-05,2016-09-04,916.13,500
8765210,2019-03-20,2020-03-19,1135.56,500
77765211,2017-12-07,2018-12-07,1254.5,1000
39035416,2017-01-24,2018-01-24,1204.92,1000
5264479,2015-01-17,2016-01-17,1616.58,1000
24769711,2018-03-17,2019-03-17,1008.79,250
98142348,2019-01-15,2020-01-15,1182.19,500
22328083,2017-06-03,2018-06-03,1070.81,850
85984961,2015-11-19,2016-11-18,1780.67,1100
46937376,2016-03-07,2017-03-07,1208.03,750
54252815,2016-06-27,2017-06-27,1547.35,375
17774827,2018-02-24,2019-02-24,803.36,500
80544918,2019-12-24,2020-12-23,1572.58,250
18818283,2018-02-23,2019-02-23,1398.51,375
22370979,2016-08-20,2017-08-20,915.33,850
88623068,2015-01-17,2016-01-17,1388.58,250
89044601,2017-04-09,2018-04-09,1494.36,1250
73876237,2018-03-23,2019-03-23,1427.46,850
47585713,2018-06-08,2019-06-08,1313.64,250
16981057,2019-07-12,2020-07-11,1684.04,750
32301882,2017-05-30,2018-05-30,1342.04,850
16717085,2017-07-10,2018-07-10,1624.17,850
75192560,2016-08-30,2017-08-30,1310.56,850
24715429,2018-08-03,2019-08-03,1280.88,850
2121802,2019-06-14,2020-06-13,1168.02,500
30966524,2018-05-20,2019-05-20,1187.53,1000
63238733,2017-06-13,2018-06-13,1418.35,750
39608351,2016-09-02,2017-09-02,1231.64,1100
16453494,2017-08-20,2018-08-20,1550.74,250
92789350,2018-09-23,2019-09-23,1259.02,375
83706741,2016-04-13,2017-04-13,1335.03,250
92400577,2018-03-23,2019-03-23,1267.4,375
90646435,2015-07-06,2016-07-05,1123.89,1000
56229221,2018-05-06,2019-05-06,972.5,500
63788489,2019-08-13,2020-08-12,1148.79,500
49187749,2015-06-20,2016-06-19,1367.68,250
58144290,2019-01-17,2020-01-17,1321.03,1100
21330507,2016-04-22,2017-04-22,1133.64,500
21066098,2018-07-05,2019-07-05,1080.13,500
46673661,2017-12-18,2018-12-18,1461.3,1250
48477164,2019-10-20,2020-10-19,1404.71,500
42351519,2017-09-14,2018-09-14,1325.51,500
25879245,2018-05-25,2019-05-25,1455.65,750
86301193,2018-07-18,2019-07-18,1363.77,500
12996134,2016-04-08,2017-04-08,1538.02,375
44003496,2017-05-03,2018-05-03,1445.87,250
89737711,2018-06-20,2019-06-20,1187.01,850
32560779,2018-06-13,2019-06-13,767.14,500
8039037,2018-05-05,2019-05-05,920.3,850
68723599,2016-09-30,2017-09-30,1402.83,1000
46129941,2019-06-06,2020-06-05,1896.68,250
58098499,2015-07-29,2016-07-28,1056.71,500
12377926,2016-12-19,2017-12-19,1425.29,1100
20444103,2015-05-07,2016-05-06,1387.51,1000
89456307,2016-03-31,2017-03-31,1533.25,850
15166995,2016-07-16,2017-07-16,1539.24,1250
38384757,2016-11-24,2017-11-24,1172.95,250
74219574,2018-04-18,2019-04-18,1119.29,500
3967610,2017-06-23,2018-06-23,1462.75,500
441097,2019-12-24,2020-12-23,1668.72,375
86992868,2018-09-11,2019-09-11,1090.32,500
78277006,2017-05-26,2018-05-26,1456.78,1250
83499843,2017-03-29,2018-03-29,1548.51,500
71585789,2018-02-20,2019-02-20,1230.69,500
6342530,2016-09-17,2017-09-17,1324.63,1000
72081129,2016-01-09,2017-01-08,1192.62,375
2413612,2015-11-04,2016-11-03,1441.06,500
263204,2015-02-20,2016-02-20,1448.54,850
8733543,2018-10-22,2019-10-22,1145.85,1100
14792193,2019-12-17,2020-12-16,1664.79,500
80581271,2019-03-31,2020-03-30,1711.95,1100
18426154,2019-09-15,2020-09-14,1256.62,500
85689455,2019-03-27,2020-03-26,1693.04,850
64270813,2015-05-27,2016-05-26,1055.6,1000
51547112,2019-01-07,2020-01-07,1444.56,1000
48609526,2018-07-10,2019-07-10,1053.02,1000
49759488,2019-06-04,2020-06-03,1571.51,500
56075921,2017-05-25,2018-05-25,1539.59,250
76916649,2019-03-07,2020-03-06,1359.7,1100
47565478,2016-08-08,2017-08-08,1169.29,1000
18282409,2018-04-02,2019-04-02,1562.8,850
8715802,2016-01-15,2017-01-14,1024.5900000000001,500
42708350,2015-03-07,2016-03-06,1112.04,250
39405635,2016-07-24,2017-07-24,534.6700000000001,250
48038858,2019-04-11,2020-04-10,1108.72,500
15880215,2015-02-14,2016-02-14,1207.36,500
13088377,2019-05-28,2020-05-27,1399.36,250
88870543,2017-06-24,2018-06-24,1580.8,750
9339845,2019-08-24,2020-08-23,1237.24,1000
13926634,2016-07-08,2017-07-08,1529.48,375
18307355,2016-03-29,2017-03-29,1313.48,500
50436220,2018-12-12,2019-12-12,1328.26,250
66353946,2019-12-06,2020-12-05,1646.76,1000
39881716,2019-02-15,2020-02-15,855.92,500
28239393,2016-02-20,2017-02-19,1790.57,375
5237129,2018-02-03,2019-02-03,1441.21,750
19521118,2016-09-09,2017-09-09,1193.06,1000
14892213,2017-05-01,2018-05-01,1293.46,500
53442249,2019-06-03,2020-06-02,1373.04,375
45971331,2018-09-12,2019-09-12,1035.99,1000
79889146,2015-09-20,2016-09-19,1188.51,375
21774335,2015-12-07,2016-12-06,1294.04,250
66284489,2017-01-02,2018-01-02,1265.27,1100
72488905,2019-03-06,2020-03-05,1500.63,375
93910149,2015-09-14,2016-09-13,1581.27,1000
77116501,2015-05-29,2016-05-28,1248.05,500
95822358,2019-06-28,2020-06-27,1496.22,250
54699348,2018-09-24,2019-09-24,1366.6,1000
96496046,2018-02-11,2019-02-11,1152.12,500
73869005,2018-12-08,2019-12-08,1173.25,500
83827717,2019-10-08,2020-10-07,1309.4,500
55401227,2018-12-30,2019-12-30,1863.04,250
80295008,2018-08-03,2019-08-03,1366.39,1100
28820055,2018-04-19,2019-04-19,708.64,375
93455439,2015-06-03,2016-06-02,433.33,250
19478893,2015-03-28,2016-03-27,1358.03,375
45419022,2015-10-27,2016-10-26,1556.31,250
49583926,2018-03-24,2019-03-24,1168.2,1000
72296323,2016-06-27,2017-06-27,1477.14,1250
10149231,2019-05-29,2020-05-28,1399.85,750
93009704,2015-10-26,2016-10-25,1459.93,250
60987956,2016-12-24,2017-12-24,1459.06,1100
68709394,2018-01-01,2019-01-01,1556.31,750
27878628,2016-04-24,2017-04-24,1534.48,375
90085898,2017-10-10,2018-10-10,1667.54,1000
56098966,2019-03-08,2020-03-07,1359.51,850
69317965,2015-11-22,2016-11-21,1101.51,1100
81968615,2017-02-19,2018-02-19,1532.88,500
83223514,2016-09-14,2017-09-14,1397.92,1250
78341228,2015-04-20,2016-04-19,988.45,250
41462913,2015-12-05,2016-12-04,1693.63,1250
80905889,2016-11-10,2017-11-10,1360.76,750
93822307,2019-04-16,2020-04-15,1095.53,500
4889449,2018-04-17,2019-04-17,1155.55,1100
98199694,2017-01-03,2018-01-03,1592.27,850
50460892,2016-05-29,2017-05-29,1762.68,850
42664554,2019-09-20,2020-09-19,1029.1599999999999,500
94943525,2017-07-16,2018-07-16,1325.51,500
45434540,2018-03-29,2019-03-29,1166.62,1000
88544496,2015-06-26,2016-06-25,1394.43,375
36544565,2017-12-09,2018-12-09,1986.02,375
90234480,2015-12-26,2016-12-25,538.17,375
40801256,2015-03-30,2016-03-29,1386.93,1250
67052896,2015-02-14,2016-02-14,988.45,500
15323667,2017-12-21,2018-12-21,1700.53,750
67070056,2017-04-23,2018-04-23,1337.01,500
20607084,2017-10-07,2018-10-07,1664.72,375
86886743,2019-07-23,2020-07-22,1538.83,1100
52995625,2017-10-22,2018-10-22,932.23,250
63137507,2016-03-26,2017-03-26,1604.86,375
56250763,2019-07-24,2020-07-23,1259.41,375
35593972,2015-12-03,2016-12-02,1012.78,500
86820732,2018-11-05,2019-11-05,1133.85,500
45113346,2018-12-04,2019-12-04,1664.66,375
54668401,2019-12-11,2020-12-10,1655.44,375
80002521,2016-02-18,2017-02-17,1140.32,850
14664886,2018-10-23,2019-10-23,1119.23,850
29903212,2019-12-04,2020-12-03,1149.13,850
95628948,2016-07-19,2017-07-19,1409.36,750
39497409,2015-08-22,2016-08-21,1567.37,750
77006226,2015-04-21,2016-04-20,617.11,500
23252820,2016-06-28,2017-06-28,1132.1,250
96116969,2016-05-14,2017-05-14,1404.2,250
46076664,2018-07-06,2019-07-06,1006.99,750
91322083,2016-08-26,2017-08-26,1140.65,375
34414080,2016-04-01,2017-04-01,1340.74,850
87607433,2016-02-19,2017-02-18,1233.48,1000
99892000,2018-07-11,2019-07-11,1104.5,850
74633480,2016-06-18,2017-06-18,835.82,500
16859101,2018-08-21,2019-08-21,1112.04,850
92362143,2017-09-12,2018-09-12,814.86,375
41291823,2018-01-08,2019-01-08,625.08,500
46710738,2015-08-21,2016-08-20,1281.72,750
47415706,2015-10-10,2016-10-09,1422.78,250
83944124,2018-02-06,2019-02-06,1479.48,375
58198965,2017-05-25,2018-05-25,1537.51,250
80503762,2017-09-17,2018-09-17,1506.92,1100
15214936,2018-05-03,2019-05-03,1339.39,1100
81970531,2016-11-24,2017-11-24,1191.1,250
12826843,2018-04-16,2019-04-16,1111.17,750
20643817,2015-10-11,2016-10-10,1085.03,500
38369440,2016-07-08,2017-07-08,898.07,500
69427973,2019-04-26,2020-04-25,1400.56,850
3497881,2015-04-29,2016-04-28,999.52,375
46678650,2017-11-19,2018-11-19,1735.54,1100
17664425,2016-01-18,2017-01-17,1455.99,500
41128407,2016-03-22,2017-03-22,1475.79,375
75884493,2016-09-26,2017-09-26,1288.92,375
22580068,2018-04-19,2019-04-19,1025.54,500
49170442,2016-11-10,2017-11-10,1320.21,1100
76962128,2019-02-16,2020-02-16,1441.04,1000
72991636,2016-02-08,2017-02-07,1075.54,500
24053072,2015-06-20,2016-06-19,1215.36,500
68458649,2018-03-09,2019-03-09,1275.81,1250
98401399,2016-06-20,2017-06-20,1545.06,500
8310837,2019-03-11,2020-03-10,1189.47,500
99170243,2019-09-04,2020-09-03,1580.43,1250
33314915,2015-06-12,2016-06-11,1086.48,500
58693933,2015-06-07,2016-06-06,1128.71,500
65898442,2017-06-18,2018-06-18,1759.67,850
40303052,2015-05-17,2016-05-16,1387.51,1250
94030912,2015-10-17,2016-10-16,936.61,375
76282379,2017-10-13,2018-10-13,1214.49,500
62528525,2019-12-02,2020-12-01,1266.49,1000
69526996,2015-03-26,2016-03-25,1276.57,1250
88566888,2017-06-29,2018-06-29,1531.88,500
30015627,2017-06-19,2018-06-19,1232.72,500
70088729,2018-12-09,2019-12-09,875.15,500
53042145,2016-12-19,2017-12-19,897.03,375
12499211,2019-02-22,2020-02-22,1150.26,500
3915010,2019-07-29,2020-07-28,1637.61,1250
23094322,2019-06-15,2020-06-14,1277.07,1000
95863439,2019-12-01,2020-11-30,1103.37,500
72212627,2017-01-04,2018-01-04,1066.13,500
49164086,2019-12-02,2020-12-01,1323.0,500
44050095,2016-09-01,2017-09-01,1901.78,850
10198314,2016-05-26,2017-05-26,1558.12,750
84861652,2018-11-19,2019-11-19,1570.77,750
88489646,2015-10-24,2016-10-23,1365.46,500
89364843,2019-09-11,2020-09-10,1521.92,375
29459103,2017-02-15,2018-02-15,1094.03,500
86164274,2016-05-12,2017-05-12,1069.44,500
41858669,2015-12-13,2016-12-12,1430.8,500
9113953,2018-03-30,2019-03-30,766.19,500
6984936,2015-02-14,2016-02-14,1133.85,500
37686146,2017-12-01,2018-12-01,1381.98,850
86088574,2017-05-24,2018-05-24,1203.24,850
73685982,2017-08-17,2018-08-17,1274.47,1000
63279444,2019-07-05,2020-07-04,1173.97,500
84080228,2016-08-01,2017-08-01,1320.55,1100
99723844,2017-01-08,2018-01-08,1537.7,1100
885337,2019-01-25,2020-01-25,1262.22,375
22125988,2017-11-13,2018-11-13,1122.47,375
79391302,2018-11-19,2019-11-19,1335.13,1000
75483302,2018-11-12,2019-11-12,1338.5,850
86977672,2017-11-17,2018-11-17,1803.32,1100
7703371,2018-10-22,2019-10-22,1231.98,850
69101618,2018-11-02,2019-11-02,1246.68,500
20681481,2019-02-17,2020-02-17,1641.65,850
9897266,2019-01-13,2020-01-13,1289.49,750
69165409,2017-08-11,2018-08-11,1598.84,1250
97226830,2015-11-25,2016-11-24,990.11,500
66788290,2019-05-02,2020-05-01,1405.17,1000
67697862,2018-01-27,2019-01-27,1037.32,750
69623124,2015-04-27,2016-04-26,1570.77,1000
86445910,2018-05-08,2019-05-08,1124.6,1100
48445766,2018-01-21,2019-01-21,1371.78,1250
74787956,2015-10-18,2016-10-17,1243.68,850
45364348,2017-11-30,2018-11-30,1353.81,375
81661419,2018-01-06,2019-01-06,1388.58,500
78301168,2019-08-23,2020-08-22,684.0,250
91447671,2018-01-15,2019-01-15,1354.83,1250
23445933,2019-07-22,2020-07-21,1295.72,500
86320995,2018-10-21,2019-10-21,1294.93,1000
77134414,2016-05-27,2017-05-27,1146.79,1000
71986983,2015-10-26,2016-10-25,1267.4,250
28528424,2017-05-22,2018-05-22,1589.34,1000
26346266,2017-11-18,2018-11-18,1485.13,750
71259315,2016-08-23,2017-08-23,1279.16,750
78119838,2016-10-28,2017-10-28,1423.21,500
27598176,2018-10-08,2019-10-08,1607.36,1250
83135621,2015-11-05,2016-11-04,1340.43,1250
51760038,2019-02-11,2020-02-11,1172.29,375
91002298,2015-08-11,2016-08-10,1447.78,1250
16906248,2016-09-26,2017-09-26,1128.22,750
93133213,2018-07-31,2019-07-31,1294.41,1000
18369428,2018-01-06,2019-01-06,1243.84,250
71676845,2019-09-30,2020-09-29,1365.64,375
68067526,2017-02-23,2018-02-23,1619.75,500
97169446,2017-10-08,2018-10-08,2077.87,500
44453657,2018-09-03,2019-09-03,1724.09,850
32646041,2016-08-13,2017-08-13,483.33,250
41946743,2016-01-16,2017-01-15,1286.5,375
74207825,2017-01-10,2018-01-10,1494.56,250
24247743,2015-06-22,2016-06-21,1005.47,500
